Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Fuzzy Ethizität: Radar für ethische Künstliche Intelligenz","HMD Praxis der Wirtschaftsinformatik","","59","2","10.1365/s40702-022-00857-w","Michael KaufmannAndreas Meier","2022","http://link.springer.com/article/10.1365/s40702-022-00857-w","Article"
"End-to-End Mechanized Proof of an eBPF Virtual Machine for Micro-controllers","Computer Aided Verification","","","","10.1007/978-3-031-13188-2_15","Shenghao YuanFrédéric BessonJean-Pierre TalpinSamuel HymKoen ZandbergEmmanuel Baccelli","2022","http://link.springer.com/chapter/10.1007/978-3-031-13188-2_15","Chapter"
"SDG-9: Industry, Innovation and Infrastructure","Emerging Technologies","","","","10.1007/978-3-031-07127-0_11","Sinan Küfeoğlu","2022","http://link.springer.com/chapter/10.1007/978-3-031-07127-0_11","Chapter"
"Electronic Markets on platform culture","Electronic Markets","","32","3","10.1007/s12525-022-00604-5","Rainer Alt","2022","http://link.springer.com/article/10.1007/s12525-022-00604-5","Article"
"Review and Comparison of US, EU, and UK Regulations on Cyber Risk/Security of the Current Blockchain Technologies: Viewpoint from 2023","The Review of Socionetwork Strategies","","","","10.1007/s12626-023-00139-x","Petar Radanliev","2023","http://link.springer.com/article/10.1007/s12626-023-00139-x","Article"
"The Entrepreneurial State and the Platform Economy","Questioning the Entrepreneurial State","","","","10.1007/978-3-030-94273-1_2","Sinclair DavidsonJason Potts","2022","http://link.springer.com/chapter/10.1007/978-3-030-94273-1_2","Chapter"
"A comprehensive and systematic literature review on the big data management techniques in the internet of things","Wireless Networks","","29","3","10.1007/s11276-022-03177-5","Arezou NaghibNima Jafari NavimipourMehdi HosseinzadehArash Sharifi","2023","http://link.springer.com/article/10.1007/s11276-022-03177-5","Article"
"Big Data and AI Pipeline Framework: Technology Analysis from a Benchmarking Perspective","Technologies and Applications for Big Data Value","","","","10.1007/978-3-030-78307-5_4","Arne J. BerreAphrodite TsalgatidouChiara FrancalanciTodor IvanovTomas Pariente-LoboRicardo Ruiz-SaizInna NovalijaMarko Grobelnik","2022","http://link.springer.com/chapter/10.1007/978-3-030-78307-5_4","Chapter"
"Green and sustainable business models: historical roots, growth trajectory, conceptual architecture and an agenda for future research—A bibliometric review of green and sustainable business models","Scientometrics","","128","2","10.1007/s11192-022-04577-2","Arash NajmaeiZahra Sadeghinejad","2023","http://link.springer.com/article/10.1007/s11192-022-04577-2","Article"
"Space-Efficient Vertex Separators for Treewidth","Algorithmica","","84","9","10.1007/s00453-022-00967-3","Frank KammerJohannes MeintrupAndrej Sajenko","2022","http://link.springer.com/article/10.1007/s00453-022-00967-3","Article"
"Financial Systems in the Digital Age: Perspectives from Europe and Japan","The Future of Financial Systems in the Digital Age","","","","10.1007/978-981-16-7830-1_1","Markus HeckelFranz Waldenberger","2022","http://link.springer.com/chapter/10.1007/978-981-16-7830-1_1","Chapter"
"Key Technologies of Financial Digital Industry Innovation and Green Development Driven by Information Technology","International Journal of Computational Intelligence Systems","","16","1","10.1007/s44196-023-00262-1","Yueru Li","2023","http://link.springer.com/article/10.1007/s44196-023-00262-1","Article"
"A comprehensive review of planning, modeling, optimization, and control of distributed energy systems","Carbon Neutrality","","1","1","10.1007/s43979-022-00029-1","Junhong HaoYongping YangChao XuXiaoze Du","2022","http://link.springer.com/article/10.1007/s43979-022-00029-1","Article"
"Is nobody interested in the future of banks? a scoping literature review on the state of the debate","Management Review Quarterly","","","","10.1007/s11301-023-00334-8","Ulf Hübenbecker","2023","http://link.springer.com/article/10.1007/s11301-023-00334-8","Article"
"A quantum trust and consultative transaction-based blockchain cybersecurity model for healthcare systems","Scientific Reports","","13","1","10.1038/s41598-023-34354-x","Shitharth SelvarajanHaris Mouratidis","2023","http://link.springer.com/article/10.1038/s41598-023-34354-x","Article"
"Cognitive internet of things-based framework for efficient consumption of electrical energy in public higher learning institutions","Journal of Electrical Systems and Information Technology","","10","1","10.1186/s43067-023-00079-0","Ellen A. KalingaSimon BazilaKwame IbweAbdi T. Abdalla","2023","http://link.springer.com/article/10.1186/s43067-023-00079-0","Article"
"Blockchain technology-based FinTech banking sector involvement using adaptive neuro-fuzzy-based K-nearest neighbors algorithm","Financial Innovation","","9","1","10.1186/s40854-023-00469-3","Husam RjoubTomiwa Sunday AdebayoDervis Kirikkaleli","2023","http://link.springer.com/article/10.1186/s40854-023-00469-3","Article"
"SealFSv2: combining storage-based and ratcheting for tamper-evident logging","International Journal of Information Security","","22","2","10.1007/s10207-022-00643-1","Gorka Guardiola-MúzquizEnrique Soriano-Salvador","2023","http://link.springer.com/article/10.1007/s10207-022-00643-1","Article"
"The winter, the summer and the summer dream of artificial intelligence in law","Artificial Intelligence and Law","","30","2","10.1007/s10506-022-09309-8","Enrico Francesconi","2022","http://link.springer.com/article/10.1007/s10506-022-09309-8","Article"
"Product Lifecycle Information Flow in E-waste Handling: a Means to Increase Circularity?","Circular Economy and Sustainability","","","","10.1007/s43615-023-00258-1","Terje AndersenLise Lillebrygfjeld Halse","2023","http://link.springer.com/article/10.1007/s43615-023-00258-1","Article"
"Questions worth asking for futures worth making: an effectual approach","Small Business Economics","","","","10.1007/s11187-023-00747-5","Saras Sarasvathy","2023","http://link.springer.com/article/10.1007/s11187-023-00747-5","Article"
"Emerging Technologies","Emerging Technologies","","","","10.1007/978-3-031-07127-0_2","Sinan Küfeoğlu","2022","http://link.springer.com/chapter/10.1007/978-3-031-07127-0_2","Chapter"
"Heterogeneous rarity patterns drive price dynamics in NFT collections","Scientific Reports","","12","1","10.1038/s41598-022-17922-5","Amin MekacherAlberto BracciMatthieu NadiniMauro MartinoLaura AlessandrettiLuca Maria AielloAndrea Baronchelli","2022","http://link.springer.com/article/10.1038/s41598-022-17922-5","Article"
"A bibliometric and content analysis of technological advancement applications in agricultural e-commerce","Electronic Commerce Research","","","","10.1007/s10660-023-09670-z","Hamza H. M. AltarturiAdibi Rahiman Md NorNoor Ismawati JaafarNor Badrul Anuar","2023","http://link.springer.com/article/10.1007/s10660-023-09670-z","Article"
"Swarm learning for decentralized artificial intelligence in cancer histopathology","Nature Medicine","","28","6","10.1038/s41591-022-01768-5","Oliver Lester SaldanhaPhilip QuirkeNicholas P. WestJacqueline A. JamesMaurice B. LoughreyHeike I. GrabschManuel Salto-TellezElizabeth AlwersDidem CifciNarmin Ghaffari LalehTobias SeibelRichard GrayGordon G. A. HutchinsHermann BrennerMarko van TreeckTanwei Yuan","2022","http://link.springer.com/article/10.1038/s41591-022-01768-5","Article"
"ResTech: innovative technologies for crisis resolution","Journal of Banking Regulation","","23","3","10.1057/s41261-021-00154-4","Giuseppe LoiaconoEdoardo Rulli","2022","http://link.springer.com/article/10.1057/s41261-021-00154-4","Article"
"Online risk-based portfolio allocation on subsets of crypto assets applying a prototype-based clustering algorithm","Financial Innovation","","9","1","10.1186/s40854-022-00438-2","Luis LorenzoJavier Arroyo","2023","http://link.springer.com/article/10.1186/s40854-022-00438-2","Article"
"A hybrid with distributed pooling blockchain protocol for image storage","Scientific Reports","","12","1","10.1038/s41598-022-07494-9","Feng LiuCheng-yi YangJie YangDe-li KongAi-min ZhouJia-yin QiZhi-bin Li","2022","http://link.springer.com/article/10.1038/s41598-022-07494-9","Article"
"Known Unknowns in an Era of Technological and Viral Disruptions—Implications for Theory, Policy, and Practice","Journal of the Knowledge Economy","","13","1","10.1007/s13132-020-00719-0","Elias G. CarayannisKlitos ChristodoulouPanayiotis ChristodoulouSavvas A. ChatzichristofisZinon Zinonos","2022","http://link.springer.com/article/10.1007/s13132-020-00719-0","Article"
"Circular Economy and Central Bank Digital Currency","Circular Economy and Sustainability","","2","4","10.1007/s43615-022-00170-0","Peterson K. Ozili","2022","http://link.springer.com/article/10.1007/s43615-022-00170-0","Article"
"Tamper-proof multitenant data storage using blockchain","Peer-to-Peer Networking and Applications","","16","1","10.1007/s12083-022-01410-8","Aditi SharmaParmeet Kaur","2023","http://link.springer.com/article/10.1007/s12083-022-01410-8","Article"
"Artificial intelligence and big data analytics for supply chain resilience: a systematic literature review","Annals of Operations Research","","","","10.1007/s10479-022-04983-y","Efpraxia D. ZamaniConn SmythSamrat GuptaDenis Dennehy","2022","http://link.springer.com/article/10.1007/s10479-022-04983-y","Article"
"Review of the theory, principles, and design requirements of human-centric Internet of Things (IoT)","Journal of Ambient Intelligence and Humanized Computing","","14","3","10.1007/s12652-023-04539-3","Kaja Fjørtoft YstgaardLuigi AtzoriDavid PalmaPoul Einar HeegaardLene Elisabeth BertheussenMagnus Rom JensenKatrien De Moor","2023","http://link.springer.com/article/10.1007/s12652-023-04539-3","Article"
"A node selection algorithm with a genetic method based on PBFT in consortium blockchains","Complex & Intelligent Systems","","","","10.1007/s40747-022-00907-2","Jinyu ZhangYumeng YangDeyu ZhaoYue Wang","2022","http://link.springer.com/article/10.1007/s40747-022-00907-2","Article"
"SDG-4 Quality Education","Emerging Technologies","","","","10.1007/978-3-031-07127-0_6","Sinan Küfeoğlu","2022","http://link.springer.com/chapter/10.1007/978-3-031-07127-0_6","Chapter"
"Controlling my genome with my smartphone: first clinical experiences of the PROMISE system","Clinical Research in Cardiology","","111","6","10.1007/s00392-021-01942-8","Ali AmrMarc HindererLena GriebelDominic DeuberChristoph EggerFarbod Sedaghat-HamedaniElham KayvanpourDaniel HuhnJan HaasKaren FreseMarc SchweigNinja MarnauAnnika KrämerClaudia DurandFlorian BattkeHans-Ulrich Prokosch","2022","http://link.springer.com/article/10.1007/s00392-021-01942-8","Article"
"An Advanced Hierarchical Identity-Based Security Mechanism by Blockchain in Named Data Networking","Journal of Network and Systems Management","","31","1","10.1007/s10922-022-09689-x","Bing LiMaode Ma","2022","http://link.springer.com/article/10.1007/s10922-022-09689-x","Article"
"Governance Drivers and Barriers for Business Model Transformation in the Energy Sector","Swiss Energy Governance","","","","10.1007/978-3-030-80787-0_10","Mary Jean BürerMatthieu de LapparentMassimiliano CapezzaliMauro Carpita","2022","http://link.springer.com/chapter/10.1007/978-3-030-80787-0_10","Chapter"
"Electronic Markets on AI and standardization","Electronic Markets","","32","4","10.1007/s12525-022-00617-0","Rainer Alt","2022","http://link.springer.com/article/10.1007/s12525-022-00617-0","Article"
"Designing a shared freight service intelligence platform for transport stakeholders using mobile telematics","Information Systems and e-Business Management","","20","4","10.1007/s10257-022-00572-5","Christoph HeinbachPascal MeierOliver Thomas","2022","http://link.springer.com/article/10.1007/s10257-022-00572-5","Article"
"Derived blockchain architecture for security-conscious data dissemination in edge-envisioned Internet of Drones ecosystem","Cluster Computing","","25","3","10.1007/s10586-021-03497-9","Maninderpal SinghGagangeet Singh AujlaRasmeet Singh Bali","2022","http://link.springer.com/article/10.1007/s10586-021-03497-9","Article"
"Quantiles dependence and dynamic connectedness between distributed ledger technology and sectoral stocks: enhancing the supply chain and investment decisions with digital platforms","Annals of Operations Research","","","","10.1007/s10479-022-04882-2","Mahdi Ghaemi AslOluwasegun B. AdekoyaMuhammad Mahdi Rashidi","2022","http://link.springer.com/article/10.1007/s10479-022-04882-2","Article"
"Distilling Constraints in Zero-Knowledge Protocols","Computer Aided Verification","","","","10.1007/978-3-031-13185-1_21","Elvira AlbertMarta Bellés-MuñozMiguel IsabelClara Rodríguez-NúñezAlbert Rubio","2022","http://link.springer.com/chapter/10.1007/978-3-031-13185-1_21","Chapter"
"Municipal Cybersecurity—A Neglected Research Area? A Survey of Current Research","Proceedings of the International Conference on Cybersecurity, Situational Awareness and Social Media","","","","10.1007/978-981-19-6414-5_9","Arnstein VestadBian Yang","2023","http://link.springer.com/chapter/10.1007/978-981-19-6414-5_9","Chapter"
"The Fading Gloss of Data Science: Towards an Agenda that Faces the Challenges of Big Data for Development and Humanitarian Action","Development","","65","1","10.1057/s41301-022-00327-2","Miren GutierrezJohn Bryant","2022","http://link.springer.com/article/10.1057/s41301-022-00327-2","Article"
"MECInOT: a multi-access edge computing and industrial internet of things emulator for the modelling and study of cybersecurity threats","The Journal of Supercomputing","","","","10.1007/s11227-023-05098-2","Sergio Ruiz-VillafrancaJavier Carrillo-MondéjarJuan Manuel Castelo GómezJosé Roldán-Gómez","2023","http://link.springer.com/article/10.1007/s11227-023-05098-2","Article"
"DRLBTS: deep reinforcement learning-aware blockchain-based healthcare system","Scientific Reports","","13","1","10.1038/s41598-023-29170-2","Abdullah LakhanMazin Abed MohammedJan NedomaRadek MartinekPrayag TiwariNeeraj Kumar","2023","http://link.springer.com/article/10.1038/s41598-023-29170-2","Article"
"It is not (only) about privacy: How multi-party computation redefines control, trust, and risk in data sharing","Electronic Markets","","32","3","10.1007/s12525-022-00572-w","Wirawan AgahariHosea OfeMark de Reuver","2022","http://link.springer.com/article/10.1007/s12525-022-00572-w","Article"
"Modelling and forecasting risk dependence and portfolio VaR for cryptocurrencies","Empirical Economics","","","","10.1007/s00181-023-02360-7","Jie Cheng","2023","http://link.springer.com/article/10.1007/s00181-023-02360-7","Article"
"Supply chain disruptions and resilience: a major review and future research agenda","Annals of Operations Research","","319","1","10.1007/s10479-020-03912-1","K. KatsaliakiP. GaletsiS. Kumar","2022","http://link.springer.com/article/10.1007/s10479-020-03912-1","Article"
"Sharing of Research Data by Blockchain","Socio-Life Science and the COVID-19 Outbreak","","","","10.1007/978-981-16-5727-6_10","Chris DaiTadaaki ChigusaMakoto Yano","2022","http://link.springer.com/chapter/10.1007/978-981-16-5727-6_10","Chapter"
"Success factors of initial coin offerings","The Journal of Technology Transfer","","47","6","10.1007/s10961-021-09894-x","Maksim BelitskiDmitri Boreiko","2022","http://link.springer.com/article/10.1007/s10961-021-09894-x","Article"
"Machine Learning for Intelligent Data Analysis and Automation in Cybersecurity: Current and Future Prospects","Annals of Data Science","","","","10.1007/s40745-022-00444-2","Iqbal H. Sarker","2022","http://link.springer.com/article/10.1007/s40745-022-00444-2","Article"
"Will Technology-Aided Creativity Force Us to Rethink Copyright’s Fundamentals? Highlights from the Platform Economy and Artificial Intelligence","IIC - International Review of Intellectual Property and Competition Law","","53","8","10.1007/s40319-022-01213-7","Enrico BonadioNicola LucchiGiuseppe Mazziotti","2022","http://link.springer.com/article/10.1007/s40319-022-01213-7","Article"
"Application of a distributed verification in Islamic microfinance institutions: a sustainable model","Financial Innovation","","8","1","10.1186/s40854-022-00384-z","Peter WankeM. Kabir HassanMd. Abul Kalam AzadMd. Azizur RahmanNaznin Akther","2022","http://link.springer.com/article/10.1186/s40854-022-00384-z","Article"
"Covid-19 apps, Corona vaccination apps and data “ownership”","China-EU Law Journal","","8","1 - 2","10.1007/s12689-022-00097-7","Sjef van Erp","2022","http://link.springer.com/article/10.1007/s12689-022-00097-7","Article"
"Development of a tool to optimize economic and environmental feasibility of food waste chains","Biomass Conversion and Biorefinery","","12","10","10.1007/s13399-021-02107-3","Irene CelliEdoardo BrunoriMichele EugeniCecilia Andrea CristinariuMauro ZampilliSara MassoliPietro BartocciValentina CaldarelliStefano SaettaGianni BidiniFrancesco Fantozzi","2022","http://link.springer.com/article/10.1007/s13399-021-02107-3","Article"
"Security, Privacy and Risks Within Smart Cities: Literature Review and Development of a Smart City Interaction Framework","Information Systems Frontiers","","24","2","10.1007/s10796-020-10044-1","Elvira IsmagilovaLaurie HughesNripendra P. RanaYogesh K. Dwivedi","2022","http://link.springer.com/article/10.1007/s10796-020-10044-1","Article"
"Decoding the rise of Central Bank Digital Currency in China: designs, problems, and prospects","Journal of Banking Regulation","","","","10.1057/s41261-022-00193-5","Pangyue Cheng","2022","http://link.springer.com/article/10.1057/s41261-022-00193-5","Article"
"Use of Individual Tree and Product Level Data to Improve Operational Forestry","Current Forestry Reports","","8","2","10.1007/s40725-022-00160-3","Robert F. KeefeEloise G. ZimbelmanGianni Picchi","2022","http://link.springer.com/article/10.1007/s40725-022-00160-3","Article"
"A new privacy framework for the management of chronic diseases via mHealth in a post-Covid-19 world","Journal of Public Health","","30","1","10.1007/s10389-021-01608-9","Farad Rafique JusobCarlisle GeorgeGlenford Mapp","2022","http://link.springer.com/article/10.1007/s10389-021-01608-9","Article"
"Research on interaction of innovation spillovers in the AI, Fin-Tech, and IoT industries: considering structural changes accelerated by COVID-19","Financial Innovation","","9","1","10.1186/s40854-022-00403-z","Chi-Ming Ho","2023","http://link.springer.com/article/10.1186/s40854-022-00403-z","Article"
"Themes in data strategy: thematic analysis of ‘A European Strategy for Data’ (EC)","AI and Ethics","","2","1","10.1007/s43681-021-00102-y","Graca CarvalhoEmre Kazim","2022","http://link.springer.com/article/10.1007/s43681-021-00102-y","Article"
"An analysis of privacy preservation in electric vehicle charging","Energy Informatics","","5","1","10.1186/s42162-022-00190-y","Andreas UnterwegerFabian KnirschDominik EngelDaria MusikhinaAmmar AlyousefHermann de Meer","2022","http://link.springer.com/article/10.1186/s42162-022-00190-y","Article"
"Abstract papers from the Energy Informatics.Academy Conference 2022 (EI.A 2022)","Energy Informatics","","5","3","10.1186/s42162-022-00219-2","","2022","http://link.springer.com/article/10.1186/s42162-022-00219-2","Article"
"Multimodal biomedical AI","Nature Medicine","","28","9","10.1038/s41591-022-01981-2","Julián N. AcostaGuido J. FalconePranav RajpurkarEric J. Topol","2022","http://link.springer.com/article/10.1038/s41591-022-01981-2","Article"
"Digital Innovation, Data Analytics, and Supply Chain Resiliency: A Bibliometric-based Systematic Literature Review","Annals of Operations Research","","","","10.1007/s10479-022-04765-6","Anas IftikharImran AliAhmad ArslanShlomo Tarba","2022","http://link.springer.com/article/10.1007/s10479-022-04765-6","Article"
"Graphene nanoparticles as data generating digital materials in industry 4.0","Scientific Reports","","13","1","10.1038/s41598-023-31672-y","Muhammad A. AliMuhammad S. IrfanTayyab KhanMuhammad Y. KhalidRehan Umer","2023","http://link.springer.com/article/10.1038/s41598-023-31672-y","Article"
"The transition towards circular economy and waste within accounting and accountability models: a systematic literature review and conceptual framework","Environment, Development and Sustainability","","25","1","10.1007/s10668-021-02078-5","Assunta Di VaioSohail HasanRosa PalladinoRohail Hassan","2023","http://link.springer.com/article/10.1007/s10668-021-02078-5","Article"
"Data Sharing Spaces: The BDVA Perspective","Designing Data Spaces","","","","10.1007/978-3-030-93975-5_22","Edward CurryTuomo TuikkaAndreas MetzgerSonja ZillnerNatalie BertelsCharlotte DucuingDavide Dalle CarbonareSergio GusmeroliSimon ScerriIrene López de VallejoAna García Robles","2022","http://link.springer.com/chapter/10.1007/978-3-030-93975-5_22","Chapter"
"Impact of COVID-19 effective reproductive rate on cryptocurrency","Financial Innovation","","8","1","10.1186/s40854-022-00354-5","Marcel C. MinutoloWerner KristjanpollerPrakash Dheeriya","2022","http://link.springer.com/article/10.1186/s40854-022-00354-5","Article"
"Designing an optimal multi-objective model for a sustainable closed-loop supply chain: a case study of pomegranate in Iran","Environment, Development and Sustainability","","","","10.1007/s10668-022-02868-5","Ansar GholipourAhmad SadegheihAli MostafaeipourMohammad Bagher Fakhrzad","2023","http://link.springer.com/article/10.1007/s10668-022-02868-5","Article"
"Blockchain localization spoofing detection based on fuzzy AHP in IoT systems","EURASIP Journal on Wireless Communications and Networking","","2022","1","10.1186/s13638-022-02094-7","Wenzhe LvXuesong QiuLuoming Meng","2022","http://link.springer.com/article/10.1186/s13638-022-02094-7","Article"
"Memories of Our Collective Future","Transformation Literacy","","","","10.1007/978-3-030-93254-1_22","Ndidi Nnoli-Edozien","2022","http://link.springer.com/chapter/10.1007/978-3-030-93254-1_22","Chapter"
"Editorial for EAIT issue 4, 2022","Education and Information Technologies","","27","4","10.1007/s10639-022-11096-3","Arthur Tatnall","2022","http://link.springer.com/article/10.1007/s10639-022-11096-3","Article"
"Non-standard issues in business finance: an overview","Journal of Business Economics","","92","9","10.1007/s11573-022-01122-8","Wolfgang BreuerAndreas Pfingsten","2022","http://link.springer.com/article/10.1007/s11573-022-01122-8","Article"
"Thirty years of artificial intelligence and law: the third decade","Artificial Intelligence and Law","","30","4","10.1007/s10506-022-09327-6","Serena VillataMichal AraszkiewiczKevin AshleyTrevor Bench-CaponL. Karl BrantingJack G. ConradAdam Wyner","2022","http://link.springer.com/article/10.1007/s10506-022-09327-6","Article"
"Harnessing intelligent technologies to curb COVID-19 pandemic: taxonomy and open challenges","Computing","","105","4","10.1007/s00607-021-00983-1","Suleman KhanMuhammad Khurram KhanRizwan Khan","2023","http://link.springer.com/article/10.1007/s00607-021-00983-1","Article"
"Flexibility Characterization, Aggregation, and Market Design Trends with a High Share of Renewables: a Review","Current Sustainable/Renewable Energy Reports","","10","1","10.1007/s40518-022-00205-y","Pedro Crespo del GranadoJayaprakash RajasekharanSurya Venkatesh PandiyanAsgeir TomasgardGüray KaraHossein FarahmandStefan Jaehnert","2023","http://link.springer.com/article/10.1007/s40518-022-00205-y","Article"
"Blockchain-based rumor detection approach for COVID-19","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-022-03900-2","Poonam RaniVibha JainJyoti ShokeenArnav Balyan","2022","http://link.springer.com/article/10.1007/s12652-022-03900-2","Article"
"Electricity Markets in a Time of Change: A Call to Arms for Business Research","Schmalenbach Journal of Business Research","","74","1","10.1007/s41471-021-00126-4","Martin BichlerHans Ulrich BuhlJohannes KnörrFelipe MaldonadoPaul SchottStefan WaldherrMartin Weibelzahl","2022","http://link.springer.com/article/10.1007/s41471-021-00126-4","Article"
"Report","Datenschutz und Datensicherheit - DuD","","46","5","10.1007/s11623-022-1611-x","","2022","http://link.springer.com/article/10.1007/s11623-022-1611-x","Article"
"FinTech’s rapid growth and its effect on the banking sector","Journal of Banking and Financial Technology","","6","2","10.1007/s42786-022-00045-w","Charalampos BasdekisApostolos ChristopoulosIoannis KatsampoxakisAikaterini Vlachou","2022","http://link.springer.com/article/10.1007/s42786-022-00045-w","Article"
"A Scientific Analysis of the Three-Step Test: Through the Lenses of International and Australian Laws","Publishing Research Quarterly","","38","3","10.1007/s12109-022-09898-x","Nikos KoutrasHaydn Rigby","2022","http://link.springer.com/article/10.1007/s12109-022-09898-x","Article"
"Applications of deep learning into supply chain management: a systematic literature review and a framework for future research","Artificial Intelligence Review","","56","5","10.1007/s10462-022-10289-z","Fahimeh Hosseinnia ShavakiAli Ebrahimi Ghahnavieh","2023","http://link.springer.com/article/10.1007/s10462-022-10289-z","Article"
"SDG-7 Affordable and Clean Energy","Emerging Technologies","","","","10.1007/978-3-031-07127-0_9","Sinan Küfeoğlu","2022","http://link.springer.com/chapter/10.1007/978-3-031-07127-0_9","Chapter"
"Artificial intelligence based health indicator extraction and disease symptoms identification using medical hypothesis models","Cluster Computing","","","","10.1007/s10586-022-03697-x","L. Sathish KumarSidheswar RoutrayA. V. PrabuS. RajasoundaranV. PandimuruganAmrit MukherjeeMohammed S. Al-Numay","2022","http://link.springer.com/article/10.1007/s10586-022-03697-x","Article"
"Utilization of artificial intelligence in the banking sector: a systematic literature review","Journal of Financial Services Marketing","","","","10.1057/s41264-022-00176-7","Omar H. FaresIrfan ButtSeung Hwan Mark Lee","2022","http://link.springer.com/article/10.1057/s41264-022-00176-7","Article"
"Industry 5.0 or industry 4.0S? Introduction to industry 4.0 and a peek into the prospective industry 5.0 technologies","International Journal on Interactive Design and Manufacturing (IJIDeM)","","17","2","10.1007/s12008-023-01217-8","Abirami Raja SanthiPadmakumar Muthuswamy","2023","http://link.springer.com/article/10.1007/s12008-023-01217-8","Article"
"Robotics cyber security: vulnerabilities, attacks, countermeasures, and recommendations","International Journal of Information Security","","21","1","10.1007/s10207-021-00545-8","Jean-Paul A. YaacoubHassan N. NouraOla SalmanAli Chehab","2022","http://link.springer.com/article/10.1007/s10207-021-00545-8","Article"
"Regtech: steering the regulatory spaceship in the right direction?","Journal of Banking and Financial Technology","","6","1","10.1007/s42786-022-00038-9","Alexandros A. Papantoniou","2022","http://link.springer.com/article/10.1007/s42786-022-00038-9","Article"
"Computer-aided methods for combating Covid-19 in prevention, detection, and service provision approaches","Neural Computing and Applications","","","","10.1007/s00521-023-08612-y","Bahareh RezazadehParvaneh AsghariAmir Masoud Rahmani","2023","http://link.springer.com/article/10.1007/s00521-023-08612-y","Article"
"Mobile time banking on blockchain system development for community elderly care","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-022-03780-6","Hungyi ChenYuan-Chia ChuFeipei Lai","2022","http://link.springer.com/article/10.1007/s12652-022-03780-6","Article"
"Digitale Transformation","Informationsmanagement und digitale Transformation","","","","10.1007/978-3-658-37571-3","Gerhard OswaldThomas SaueressigProf. Dr. Helmut Krcmar","2022","http://link.springer.com/book/10.1007/978-3-658-37571-3","Book"
"Digital Transformation in the Value Chain Disruption of Banking Services","Journal of the Knowledge Economy","","13","2","10.1007/s13132-021-00759-0","Ali Naimi-SadighTayebeh AsgariMohammad Rabiei","2022","http://link.springer.com/article/10.1007/s13132-021-00759-0","Article"
"A literature survey of security issues in Cloud, Fog, and Edge IT infrastructure","Electronic Commerce Research","","","","10.1007/s10660-022-09615-y","Patricia AkelloNicole Lang BeebeKim-Kwang Raymond Choo","2022","http://link.springer.com/article/10.1007/s10660-022-09615-y","Article"
"DAuth—Delegated Authorization Framework for Secured Serverless Cloud Computing","Wireless Personal Communications","","129","3","10.1007/s11277-023-10189-7","P. PadmaS. Srinivasan","2023","http://link.springer.com/article/10.1007/s11277-023-10189-7","Article"
"True or spurious long memory in the cryptocurrency markets: evidence from a multivariate test and other Whittle estimation methods","Empirical Economics","","63","3","10.1007/s00181-021-02165-6","Ata AssafLuis Alberiko Gil-AlanaKhaled Mokni","2022","http://link.springer.com/article/10.1007/s00181-021-02165-6","Article"
"LRBFT: Improvement of practical Byzantine fault tolerance consensus protocol for blockchains based on Lagrange interpolation","Peer-to-Peer Networking and Applications","","16","2","10.1007/s12083-022-01431-3","Zhen-Fei WangYong-Wang RenZhong-Ya CaoLi-Ying Zhang","2023","http://link.springer.com/article/10.1007/s12083-022-01431-3","Article"
"Enhancing wisdom manufacturing as industrial metaverse for industry and society 5.0","Journal of Intelligent Manufacturing","","","","10.1007/s10845-022-02027-7","Xifan YaoNanfeng MaJianming ZhangKesai WangErfu YangMaurizio Faccio","2022","http://link.springer.com/article/10.1007/s10845-022-02027-7","Article"
"An energy-aware service placement strategy using hybrid meta-heuristic algorithm in iot environments","Cluster Computing","","","","10.1007/s10586-022-03751-8","Yuanchao HUTao HUANGYang YUYunzhu ANMeng CHENGWen ZHOUWentao XIAN","2022","http://link.springer.com/article/10.1007/s10586-022-03751-8","Article"
"Emergence of Healthcare 4.0 and Blockchain into Secure Cloud-based Electronic Health Records Systems: Solutions, Challenges, and Future Roadmap","Wireless Personal Communications","","126","3","10.1007/s11277-022-09535-y","Hemant B. Mahajan","2022","http://link.springer.com/article/10.1007/s11277-022-09535-y","Article"
"Legal Recognition of Electronic Signature in Commercial Transactions: A Comparison Between the Jordanian Electronic Transactions Law of 2015 and the United Arab Emirates Electronic Transactions and Trust Services Law of 2021","International Journal for the Semiotics of Law - Revue internationale de Sémiotique juridique","","","","10.1007/s11196-022-09967-6","Mohammad Saeed Abdallah Alsheyab","2023","http://link.springer.com/article/10.1007/s11196-022-09967-6","Article"
"DACAS: integration of attribute-based access control for northbound interface security in SDN","World Wide Web","","","","10.1007/s11280-022-01130-2","Yifan LiuBo ZhaoYang AnJiabao Guo","2023","http://link.springer.com/article/10.1007/s11280-022-01130-2","Article"
"In Search for a Role: The African Union and Digital Policies in Africa","Digital Society","","2","2","10.1007/s44206-023-00047-1","Kinfe Yilma","2023","http://link.springer.com/article/10.1007/s44206-023-00047-1","Article"
"Review on R&D task integrated management of intelligent manufacturing equipment","Neural Computing and Applications","","34","8","10.1007/s00521-022-07023-9","Teng RenTianyu LuoShuxuan LiLining XingShang Xiang","2022","http://link.springer.com/article/10.1007/s00521-022-07023-9","Article"
